candidate_id,rank,score,reasoning
CAND_0059795,30,13.4401,"5.6 yrs exp as Senior Software Engineer (ML). Highly responsive (75%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 13440.1, ""personality"": {""conscientiousness"": 70, ""openness"": 85, ""extraversion"": 78, ""agreeableness"": 62}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13440.1. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (70%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LangChain"", ""JavaScript"", ""LLMs"", ""GANs"", ""Speech Recognition""]}"
CAND_0045027,31,13.3752,"3.0 yrs exp as Senior Software Engineer (ML). Highly responsive (80%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 0.8, ""modesty_score"": 1.0, ""semantic_score"": 13375.2, ""personality"": {""conscientiousness"": 78, ""openness"": 92, ""extraversion"": 43, ""agreeableness"": 65}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13375.2. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (78%) and openness (92%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Milvus"", ""Terraform"", ""Image Classification"", ""MLflow"", ""Sentence Transformers""]}"
CAND_0043676,32,13.3249,"6.1 yrs exp as Senior Software Engineer (ML). Highly responsive (65%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""\ud83d\udcc8 High Velocity"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 13324.9, ""personality"": {""conscientiousness"": 80, ""openness"": 90, ""extraversion"": 92, ""agreeableness"": 82}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13324.9. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (80%) and openness (90%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire. Fast-track promotions detected. They are highly responsive and ready to interview."", ""skills"": [""ASR"", ""QLoRA"", ""scikit-learn"", ""PEFT"", ""Diffusion Models""]}"
CAND_0061696,33,13.1721,"3.5 yrs exp as Senior Software Engineer (ML). Highly responsive (78%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 13172.1, ""personality"": {""conscientiousness"": 81, ""openness"": 30, ""extraversion"": 48, ""agreeableness"": 89}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.5 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13172.1. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (81%) and openness (30%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Speech Recognition"", ""Microservices"", ""pgvector"", ""Embeddings"", ""Weaviate""]}"
CAND_0087744,34,13.1643,"3.9 yrs exp as Senior Software Engineer (ML). Highly responsive (88%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 13164.3, ""personality"": {""conscientiousness"": 87, ""openness"": 37, ""extraversion"": 34, ""agreeableness"": 94}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.9 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13164.3. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (87%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Speech Recognition"", ""Accounting"", ""LangChain"", ""Pinecone"", ""PyTorch""]}"
CAND_0010408,35,13.1114,"5.7 yrs exp as Junior ML Engineer. Highly responsive (36%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 13111.4, ""personality"": {""conscientiousness"": 74, ""openness"": 85, ""extraversion"": 87, ""agreeableness"": 43}, ""exec_summary"": ""The candidate is a highly qualified Junior ML Engineer with 5.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13111.4. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (74%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Kubeflow"", ""TTS"", ""Deep Learning"", ""Hugging Face Transformers"", ""Azure""]}"
CAND_0066791,36,13.1109,"5.6 yrs exp as Senior Software Engineer (ML). Highly responsive (42%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 13110.9, ""personality"": {""conscientiousness"": 59, ""openness"": 45, ""extraversion"": 27, ""agreeableness"": 31}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13110.9. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (59%) and openness (45%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""BM25"", ""FastAPI"", ""Django"", ""BigQuery"", ""Python""]}"
CAND_0049978,37,13.0353,"6.6 yrs exp as Senior Software Engineer (ML). Highly responsive (71%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 13035.3, ""personality"": {""conscientiousness"": 88, ""openness"": 40, ""extraversion"": 54, ""agreeableness"": 60}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 13035.3. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (88%) and openness (40%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Deep Learning"", ""Weaviate"", ""BM25"", ""GANs"", ""LoRA""]}"
CAND_0077552,38,12.9502,"3.4 yrs exp as Senior Software Engineer (ML). Highly responsive (54%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 12950.2, ""personality"": {""conscientiousness"": 68, ""openness"": 82, ""extraversion"": 49, ""agreeableness"": 77}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12950.2. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (68%) and openness (82%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""MLOps"", ""TTS"", ""Statistical Modeling"", ""GANs"", ""Next.js""]}"
CAND_0020350,39,12.5839,"5.8 yrs exp as AI Engineer. Highly responsive (57%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12583.9, ""personality"": {""conscientiousness"": 84, ""openness"": 37, ""extraversion"": 49, ""agreeableness"": 79}, ""exec_summary"": ""The candidate is a highly qualified AI Engineer with 5.8 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12583.9. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (84%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Content Writing"", ""MLOps"", ""NLP"", ""GANs"", ""LoRA""]}"
CAND_0061156,40,12.5666,"6.0 yrs exp as Senior Software Engineer (ML). Highly responsive (39%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12566.6, ""personality"": {""conscientiousness"": 77, ""openness"": 35, ""extraversion"": 49, ""agreeableness"": 29}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12566.6. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (77%) and openness (35%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Airflow"", ""OpenSearch"", ""Weaviate"", ""pgvector"", ""LangChain""]}"
CAND_0082262,41,12.5445,"5.9 yrs exp as Senior Software Engineer (ML). Highly responsive (64%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83e\uddca Passive"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 12544.5, ""personality"": {""conscientiousness"": 80, ""openness"": 77, ""extraversion"": 9, ""agreeableness"": 82}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.9 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12544.5. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (80%) and openness (77%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LangChain"", ""Python"", ""TTS"", ""QLoRA"", ""CNN""]}"
CAND_0091899,42,12.5396,"5.8 yrs exp as Senior Software Engineer (ML). Highly responsive (51%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12539.6, ""personality"": {""conscientiousness"": 77, ""openness"": 82, ""extraversion"": 49, ""agreeableness"": 50}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.8 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12539.6. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (77%) and openness (82%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Statistical Modeling"", ""Semantic Search"", ""Apache Flink"", ""Computer Vision"", ""Sentence Transformers""]}"
CAND_0062707,43,12.5139,"5.6 yrs exp as Senior Software Engineer (ML). Highly responsive (30%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12513.9, ""personality"": {""conscientiousness"": 63, ""openness"": 87, ""extraversion"": 32, ""agreeableness"": 40}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12513.9. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (63%) and openness (87%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Elasticsearch"", ""YOLO"", ""Speech Recognition"", ""Python"", ""Content Writing""]}"
CAND_0024947,44,12.3851,"6.1 yrs exp as AI Research Engineer. Highly responsive (79%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12385.1, ""personality"": {""conscientiousness"": 76, ""openness"": 42, ""extraversion"": 71, ""agreeableness"": 89}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 6.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12385.1. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (76%) and openness (42%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""YOLO"", ""Milvus"", ""Hugging Face Transformers"", ""Information Retrieval"", ""Kubeflow""]}"
CAND_0024630,45,12.3677,"3.0 yrs exp as AI Research Engineer. Highly responsive (43%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 12367.7, ""personality"": {""conscientiousness"": 65, ""openness"": 35, ""extraversion"": 19, ""agreeableness"": 31}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 3.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12367.7. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (65%) and openness (35%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""TTS"", ""Computer Vision"", ""Spark"", ""BM25"", ""LangChain""]}"
CAND_0060257,46,12.3313,"5.8 yrs exp as AI Specialist. Highly responsive (56%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 12331.3, ""personality"": {""conscientiousness"": 70, ""openness"": 40, ""extraversion"": 74, ""agreeableness"": 53}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 5.8 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 12331.3. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (70%) and openness (40%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Recommendation Systems"", ""Diffusion Models"", ""BigQuery"", ""Terraform"", ""Vector Search""]}"
CAND_0080315,47,11.9699,"4.1 yrs exp as AI Research Engineer. Highly responsive (28%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11969.9, ""personality"": {""conscientiousness"": 59, ""openness"": 85, ""extraversion"": 49, ""agreeableness"": 64}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 4.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11969.9. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (59%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LangChain"", ""Object Detection"", ""Python"", ""Prompt Engineering"", ""FastAPI""]}"
CAND_0096104,48,11.9626,"7.0 yrs exp as AI Specialist. Highly responsive (33%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 11962.6, ""personality"": {""conscientiousness"": 68, ""openness"": 77, ""extraversion"": 85, ""agreeableness"": 66}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 7.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11962.6. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (68%) and openness (77%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""BM25"", ""TTS"", ""Hugging Face Transformers"", ""MLOps"", ""CI/CD""]}"
CAND_0042441,49,11.9264,"4.1 yrs exp as AI Research Engineer. Highly responsive (72%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 0.8, ""modesty_score"": 1.0, ""semantic_score"": 11926.4, ""personality"": {""conscientiousness"": 65, ""openness"": 85, ""extraversion"": 19, ""agreeableness"": 46}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 4.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11926.4. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (65%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Illustrator"", ""Feature Engineering"", ""Sentence Transformers"", ""Reinforcement Learning"", ""RAG""]}"
CAND_0023076,50,11.8636,"3.7 yrs exp as AI Research Engineer. Highly responsive (61%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11863.6, ""personality"": {""conscientiousness"": 63, ""openness"": 40, ""extraversion"": 19, ""agreeableness"": 40}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 3.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11863.6. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (63%) and openness (40%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Learning to Rank"", ""Node.js"", ""Weights & Biases"", ""TypeScript"", ""OpenCV""]}"
CAND_0058412,51,11.5899,"6.6 yrs exp as Senior Software Engineer (ML). Highly responsive (43%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11589.9, ""personality"": {""conscientiousness"": 70, ""openness"": 42, ""extraversion"": 65, ""agreeableness"": 46}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11589.9. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (70%) and openness (42%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Embeddings"", ""Speech Recognition"", ""Data Science"", ""Object Detection"", ""Milvus""]}"
CAND_0073007,52,11.3341,"5.8 yrs exp as AI Specialist. Highly responsive (83%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11334.1, ""personality"": {""conscientiousness"": 82, ""openness"": 85, ""extraversion"": 83, ""agreeableness"": 66}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 5.8 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11334.1. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (82%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Milvus"", ""BentoML"", ""PyTorch"", ""Embeddings"", ""Computer Vision""]}"
CAND_0048166,53,11.3275,"5.2 yrs exp as ML Engineer. Highly responsive (48%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11327.5, ""personality"": {""conscientiousness"": 66, ""openness"": 82, ""extraversion"": 85, ""agreeableness"": 74}, ""exec_summary"": ""The candidate is a highly qualified ML Engineer with 5.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11327.5. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (66%) and openness (82%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Haystack"", ""Image Classification"", ""Reinforcement Learning"", ""MongoDB"", ""Pinecone""]}"
CAND_0003609,54,11.2284,"6.1 yrs exp as Senior Software Engineer (ML). Highly responsive (50%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11228.4, ""personality"": {""conscientiousness"": 72, ""openness"": 85, ""extraversion"": 82, ""agreeableness"": 50}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11228.4. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (72%) and openness (85%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Fine-tuning LLMs"", ""Object Detection"", ""Kubeflow"", ""TTS"", ""Terraform""]}"
CAND_0078810,55,11.1652,"6.9 yrs exp as Senior Software Engineer (ML). Highly responsive (80%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 11165.2, ""personality"": {""conscientiousness"": 83, ""openness"": 35, ""extraversion"": 55, ""agreeableness"": 50}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.9 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11165.2. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (83%) and openness (35%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Recommendation Systems"", ""Sentence Transformers"", ""dbt"", ""BentoML"", ""Diffusion Models""]}"
CAND_0089249,56,11.1444,"3.1 yrs exp as Senior Software Engineer (ML). Highly responsive (47%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11144.4, ""personality"": {""conscientiousness"": 74, ""openness"": 25, ""extraversion"": 19, ""agreeableness"": 33}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11144.4. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (74%) and openness (25%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LlamaIndex"", ""Data Pipelines"", ""Pinecone"", ""LangChain"", ""Time Series""]}"
CAND_0077956,57,11.1421,"6.4 yrs exp as Computer Vision Engineer. Highly responsive (88%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 11142.1, ""personality"": {""conscientiousness"": 93, ""openness"": 95, ""extraversion"": 70, ""agreeableness"": 54}, ""exec_summary"": ""The candidate is a highly qualified Computer Vision Engineer with 6.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11142.1. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (93%) and openness (95%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Milvus"", ""TTS"", ""SQL"", ""Weights & Biases"", ""Hugging Face Transformers""]}"
CAND_0069638,58,11.1111,"6.2 yrs exp as Computer Vision Engineer. Highly responsive (64%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 11111.1, ""personality"": {""conscientiousness"": 71, ""openness"": 77, ""extraversion"": 61, ""agreeableness"": 82}, ""exec_summary"": ""The candidate is a highly qualified Computer Vision Engineer with 6.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 11111.1. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (71%) and openness (77%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Time Series"", ""Hadoop"", ""Semantic Search"", ""Prompt Engineering"", ""Feature Engineering""]}"
